,date,location,new_cases,new_deaths,total_cases,total_deaths
0,2020-02-25,Afghanistan,,,1,
1,2020-02-26,Afghanistan,0.0,,1,
2,2020-02-27,Afghanistan,0.0,,1,
3,2020-02-28,Afghanistan,0.0,,1,
4,2020-02-29,Afghanistan,0.0,,1,
5,2020-03-01,Afghanistan,0.0,,1,
6,2020-03-02,Afghanistan,0.0,,1,
7,2020-03-03,Afghanistan,0.0,,1,
8,2020-03-04,Afghanistan,0.0,,1,
9,2020-03-05,Afghanistan,0.0,,1,
10,2020-03-06,Afghanistan,0.0,,1,
11,2020-03-07,Afghanistan,0.0,,1,
12,2020-03-08,Afghanistan,3.0,,4,
13,2020-03-09,Afghanistan,0.0,,4,
14,2020-03-10,Afghanistan,0.0,,4,
15,2020-03-11,Afghanistan,0.0,,4,
16,2020-03-12,Afghanistan,3.0,,7,
17,2020-03-13,Afghanistan,0.0,,7,
18,2020-03-14,Afghanistan,0.0,,7,
19,2020-03-15,Afghanistan,3.0,,10,
20,2020-03-16,Afghanistan,6.0,,16,
21,2020-03-17,Afghanistan,5.0,,21,
22,2020-03-09,Albania,,,2,
23,2020-03-10,Albania,0.0,,2,
24,2020-03-11,Albania,8.0,,10,
25,2020-03-12,Albania,0.0,,10,
26,2020-03-13,Albania,13.0,,23,
27,2020-03-14,Albania,10.0,,33,1.0
28,2020-03-15,Albania,5.0,0.0,38,1.0
29,2020-03-16,Albania,4.0,0.0,42,1.0
30,2020-03-17,Albania,9.0,0.0,51,1.0
31,2020-02-26,Algeria,,,1,
32,2020-02-27,Algeria,0.0,,1,
33,2020-02-28,Algeria,0.0,,1,
34,2020-02-29,Algeria,0.0,,1,
35,2020-03-01,Algeria,0.0,,1,
36,2020-03-02,Algeria,0.0,,1,
37,2020-03-03,Algeria,4.0,,5,
38,2020-03-04,Algeria,0.0,,5,
39,2020-03-05,Algeria,7.0,,12,
40,2020-03-06,Algeria,0.0,,12,
41,2020-03-07,Algeria,5.0,,17,
42,2020-03-08,Algeria,0.0,,17,
43,2020-03-09,Algeria,3.0,,20,
44,2020-03-10,Algeria,0.0,,20,
45,2020-03-11,Algeria,0.0,,20,
46,2020-03-12,Algeria,5.0,,25,1.0
47,2020-03-13,Algeria,0.0,0.0,25,1.0
48,2020-03-14,Algeria,1.0,1.0,26,2.0
49,2020-03-15,Algeria,11.0,1.0,37,3.0
50,2020-03-16,Algeria,12.0,0.0,49,3.0
51,2020-03-17,Algeria,11.0,1.0,60,4.0
52,2020-03-03,Andorra,,,1,
53,2020-03-04,Andorra,0.0,,1,
54,2020-03-05,Andorra,0.0,,1,
55,2020-03-06,Andorra,0.0,,1,
56,2020-03-07,Andorra,0.0,,1,
57,2020-03-08,Andorra,0.0,,1,
58,2020-03-09,Andorra,0.0,,1,
59,2020-03-10,Andorra,0.0,,1,
60,2020-03-11,Andorra,0.0,,1,
61,2020-03-12,Andorra,0.0,,1,
62,2020-03-13,Andorra,0.0,,1,
63,2020-03-14,Andorra,1.0,,2,
64,2020-03-15,Andorra,0.0,,2,
65,2020-03-16,Andorra,0.0,,2,
66,2020-03-17,Andorra,12.0,,14,
67,2020-03-14,Antigua and Barbuda,,,1,
68,2020-03-15,Antigua and Barbuda,0.0,,1,
69,2020-03-16,Antigua and Barbuda,0.0,,1,
70,2020-03-17,Antigua and Barbuda,0.0,,1,
71,2020-03-04,Argentina,,,1,
72,2020-03-05,Argentina,0.0,,1,
73,2020-03-06,Argentina,0.0,,1,
74,2020-03-07,Argentina,1.0,,2,
75,2020-03-08,Argentina,7.0,,9,1.0
76,2020-03-09,Argentina,3.0,0.0,12,1.0
77,2020-03-10,Argentina,0.0,0.0,12,1.0
78,2020-03-11,Argentina,5.0,0.0,17,1.0
79,2020-03-12,Argentina,2.0,0.0,19,1.0
80,2020-03-13,Argentina,12.0,0.0,31,1.0
81,2020-03-14,Argentina,3.0,1.0,34,2.0
82,2020-03-15,Argentina,11.0,0.0,45,2.0
83,2020-03-16,Argentina,11.0,0.0,56,2.0
84,2020-03-17,Argentina,9.0,0.0,65,2.0
85,2020-03-02,Armenia,,,1,
86,2020-03-03,Armenia,0.0,,1,
87,2020-03-04,Armenia,0.0,,1,
88,2020-03-05,Armenia,0.0,,1,
89,2020-03-06,Armenia,0.0,,1,
90,2020-03-07,Armenia,0.0,,1,
91,2020-03-08,Armenia,0.0,,1,
92,2020-03-09,Armenia,0.0,,1,
93,2020-03-10,Armenia,0.0,,1,
94,2020-03-11,Armenia,0.0,,1,
95,2020-03-12,Armenia,0.0,,1,
96,2020-03-13,Armenia,0.0,,1,
97,2020-03-14,Armenia,7.0,,8,
98,2020-03-15,Armenia,0.0,,8,
99,2020-03-16,Armenia,18.0,,26,
100,2020-03-17,Armenia,26.0,,52,
101,2020-03-17,Aruba,,,2,
102,2020-01-25,Australia,,,3,
103,2020-01-26,Australia,1.0,,4,
104,2020-01-27,Australia,0.0,,4,
105,2020-01-28,Australia,1.0,,5,
106,2020-01-29,Australia,2.0,,7,
107,2020-01-30,Australia,0.0,,7,
108,2020-01-31,Australia,2.0,,9,
109,2020-02-01,Australia,3.0,,12,
110,2020-02-02,Australia,0.0,,12,
111,2020-02-03,Australia,0.0,,12,
112,2020-02-04,Australia,0.0,,12,
113,2020-02-05,Australia,1.0,,13,
114,2020-02-06,Australia,1.0,,14,
115,2020-02-07,Australia,1.0,,15,
116,2020-02-08,Australia,0.0,,15,
117,2020-02-09,Australia,0.0,,15,
118,2020-02-10,Australia,0.0,,15,
119,2020-02-11,Australia,0.0,,15,
120,2020-02-12,Australia,0.0,,15,
121,2020-02-13,Australia,0.0,,15,
122,2020-02-14,Australia,0.0,,15,
123,2020-02-15,Australia,0.0,,15,
124,2020-02-16,Australia,0.0,,15,
125,2020-02-17,Australia,0.0,,15,
126,2020-02-18,Australia,0.0,,15,
127,2020-02-19,Australia,0.0,,15,
128,2020-02-20,Australia,0.0,,15,
129,2020-02-21,Australia,2.0,,17,
130,2020-02-22,Australia,4.0,,21,
131,2020-02-23,Australia,1.0,,22,
132,2020-02-24,Australia,0.0,,22,
133,2020-02-25,Australia,0.0,,22,
134,2020-02-26,Australia,1.0,,23,
135,2020-02-27,Australia,0.0,,23,
136,2020-02-28,Australia,0.0,,23,
137,2020-02-29,Australia,1.0,,24,
138,2020-03-01,Australia,1.0,,25,
139,2020-03-02,Australia,2.0,,27,1.0
140,2020-03-03,Australia,6.0,0.0,33,1.0
141,2020-03-04,Australia,10.0,0.0,43,1.0
142,2020-03-05,Australia,14.0,0.0,57,1.0
143,2020-03-06,Australia,0.0,1.0,57,2.0
144,2020-03-07,Australia,5.0,0.0,62,2.0
145,2020-03-08,Australia,12.0,1.0,74,3.0
146,2020-03-09,Australia,3.0,0.0,77,3.0
147,2020-03-10,Australia,15.0,0.0,92,3.0
148,2020-03-11,Australia,20.0,0.0,112,3.0
149,2020-03-12,Australia,10.0,0.0,122,3.0
150,2020-03-13,Australia,18.0,0.0,140,3.0
151,2020-03-14,Australia,57.0,0.0,197,3.0
152,2020-03-15,Australia,52.0,0.0,249,3.0
153,2020-03-16,Australia,49.0,2.0,298,5.0
154,2020-03-17,Australia,77.0,0.0,375,5.0
155,2020-02-26,Austria,,,2,
156,2020-02-27,Austria,0.0,,2,
157,2020-02-28,Austria,2.0,,4,
158,2020-02-29,Austria,1.0,,5,
159,2020-03-01,Austria,5.0,,10,
160,2020-03-02,Austria,0.0,,10,
161,2020-03-03,Austria,8.0,,18,
162,2020-03-04,Austria,6.0,,24,
163,2020-03-05,Austria,13.0,,37,
164,2020-03-06,Austria,10.0,,47,
165,2020-03-07,Austria,19.0,,66,
166,2020-03-08,Austria,38.0,,104,
167,2020-03-09,Austria,8.0,,112,
168,2020-03-10,Austria,19.0,,131,
169,2020-03-11,Austria,51.0,,182,
170,2020-03-12,Austria,120.0,,302,
171,2020-03-13,Austria,59.0,,361,1.0
172,2020-03-14,Austria,143.0,0.0,504,1.0
173,2020-03-15,Austria,296.0,0.0,800,1.0
174,2020-03-16,Austria,159.0,0.0,959,1.0
175,2020-03-17,Austria,173.0,2.0,1132,3.0
176,2020-03-01,Azerbaijan,,,3,
177,2020-03-02,Azerbaijan,0.0,,3,
178,2020-03-03,Azerbaijan,0.0,,3,
179,2020-03-04,Azerbaijan,0.0,,3,
180,2020-03-05,Azerbaijan,0.0,,3,
181,2020-03-06,Azerbaijan,0.0,,3,
182,2020-03-07,Azerbaijan,6.0,,9,
183,2020-03-08,Azerbaijan,0.0,,9,
184,2020-03-09,Azerbaijan,0.0,,9,
185,2020-03-10,Azerbaijan,0.0,,9,
186,2020-03-11,Azerbaijan,0.0,,9,
187,2020-03-12,Azerbaijan,0.0,,9,
188,2020-03-13,Azerbaijan,2.0,,11,
189,2020-03-14,Azerbaijan,0.0,,11,
190,2020-03-15,Azerbaijan,8.0,,19,
191,2020-03-16,Azerbaijan,0.0,,19,
192,2020-03-17,Azerbaijan,0.0,,19,
193,2020-03-17,Bahamas,,,1,
194,2020-02-25,Bahrain,,,8,
195,2020-02-26,Bahrain,18.0,,26,
196,2020-02-27,Bahrain,7.0,,33,
197,2020-02-28,Bahrain,0.0,,33,
198,2020-02-29,Bahrain,5.0,,38,
199,2020-03-01,Bahrain,2.0,,40,
200,2020-03-02,Bahrain,7.0,,47,
201,2020-03-03,Bahrain,2.0,,49,
202,2020-03-04,Bahrain,0.0,,49,
203,2020-03-05,Bahrain,0.0,,49,
204,2020-03-06,Bahrain,0.0,,49,
205,2020-03-07,Bahrain,0.0,,49,
206,2020-03-08,Bahrain,7.0,,56,
207,2020-03-09,Bahrain,23.0,,79,
208,2020-03-10,Bahrain,30.0,,109,
209,2020-03-11,Bahrain,1.0,,110,
210,2020-03-12,Bahrain,79.0,,189,
211,2020-03-13,Bahrain,6.0,,195,
212,2020-03-14,Bahrain,15.0,,210,
213,2020-03-15,Bahrain,1.0,,211,
214,2020-03-16,Bahrain,10.0,,221,1.0
215,2020-03-17,Bahrain,8.0,0.0,229,1.0
216,2020-03-09,Bangladesh,,,3,
217,2020-03-10,Bangladesh,0.0,,3,
218,2020-03-11,Bangladesh,0.0,,3,
219,2020-03-12,Bangladesh,0.0,,3,
220,2020-03-13,Bangladesh,0.0,,3,
221,2020-03-14,Bangladesh,0.0,,3,
222,2020-03-15,Bangladesh,0.0,,3,
223,2020-03-16,Bangladesh,2.0,,5,
224,2020-03-17,Bangladesh,3.0,,8,
225,2020-02-28,Belarus,,,1,
226,2020-02-29,Belarus,0.0,,1,
227,2020-03-01,Belarus,0.0,,1,
228,2020-03-02,Belarus,0.0,,1,
229,2020-03-03,Belarus,0.0,,1,
230,2020-03-04,Belarus,0.0,,1,
231,2020-03-05,Belarus,5.0,,6,
232,2020-03-06,Belarus,0.0,,6,
233,2020-03-07,Belarus,0.0,,6,
234,2020-03-08,Belarus,0.0,,6,
235,2020-03-09,Belarus,0.0,,6,
236,2020-03-10,Belarus,0.0,,6,
237,2020-03-11,Belarus,3.0,,9,
238,2020-03-12,Belarus,3.0,,12,
239,2020-03-13,Belarus,0.0,,12,
240,2020-03-14,Belarus,9.0,,21,
241,2020-03-15,Belarus,0.0,,21,
242,2020-03-16,Belarus,15.0,,36,
243,2020-03-17,Belarus,0.0,,36,
244,2020-02-05,Belgium,,,1,
245,2020-02-06,Belgium,0.0,,1,
246,2020-02-07,Belgium,0.0,,1,
247,2020-02-08,Belgium,0.0,,1,
248,2020-02-09,Belgium,0.0,,1,
249,2020-02-10,Belgium,0.0,,1,
250,2020-02-11,Belgium,0.0,,1,
251,2020-02-12,Belgium,0.0,,1,
252,2020-02-13,Belgium,0.0,,1,
253,2020-02-14,Belgium,0.0,,1,
254,2020-02-15,Belgium,0.0,,1,
255,2020-02-16,Belgium,0.0,,1,
256,2020-02-17,Belgium,0.0,,1,
257,2020-02-18,Belgium,0.0,,1,
258,2020-02-19,Belgium,0.0,,1,
259,2020-02-20,Belgium,0.0,,1,
260,2020-02-21,Belgium,0.0,,1,
261,2020-02-22,Belgium,0.0,,1,
262,2020-02-23,Belgium,0.0,,1,
263,2020-02-24,Belgium,0.0,,1,
264,2020-02-25,Belgium,0.0,,1,
265,2020-02-26,Belgium,0.0,,1,
266,2020-02-27,Belgium,0.0,,1,
267,2020-02-28,Belgium,0.0,,1,
268,2020-02-29,Belgium,0.0,,1,
269,2020-03-01,Belgium,0.0,,1,
270,2020-03-02,Belgium,0.0,,1,
271,2020-03-03,Belgium,7.0,,8,
272,2020-03-04,Belgium,0.0,,8,
273,2020-03-05,Belgium,15.0,,23,
274,2020-03-06,Belgium,27.0,,50,
275,2020-03-07,Belgium,59.0,,109,
276,2020-03-08,Belgium,60.0,,169,
277,2020-03-09,Belgium,31.0,,200,
278,2020-03-10,Belgium,39.0,,239,
279,2020-03-11,Belgium,28.0,,267,
280,2020-03-12,Belgium,47.0,,314,
281,2020-03-13,Belgium,0.0,,314,
282,2020-03-14,Belgium,285.0,,599,
283,2020-03-15,Belgium,90.0,,689,
284,2020-03-16,Belgium,396.0,,1085,5.0
285,2020-03-17,Belgium,0.0,0.0,1085,5.0
286,2020-03-17,Benin,,,1,
287,2020-03-06,Bhutan,,,1,
288,2020-03-07,Bhutan,0.0,,1,
289,2020-03-08,Bhutan,0.0,,1,
290,2020-03-09,Bhutan,0.0,,1,
291,2020-03-10,Bhutan,0.0,,1,
292,2020-03-11,Bhutan,0.0,,1,
293,2020-03-12,Bhutan,0.0,,1,
294,2020-03-13,Bhutan,0.0,,1,
295,2020-03-14,Bhutan,0.0,,1,
296,2020-03-15,Bhutan,0.0,,1,
297,2020-03-16,Bhutan,0.0,,1,
298,2020-03-17,Bhutan,0.0,,1,
299,2020-03-11,Bolivia,,,2,
300,2020-03-12,Bolivia,0.0,,2,
301,2020-03-13,Bolivia,1.0,,3,
302,2020-03-14,Bolivia,0.0,,3,
303,2020-03-15,Bolivia,0.0,,3,
304,2020-03-16,Bolivia,8.0,,11,
305,2020-03-17,Bolivia,0.0,,11,
306,2020-03-05,Bosnia and Herzegovina,,,2,
307,2020-03-06,Bosnia and Herzegovina,0.0,,2,
308,2020-03-07,Bosnia and Herzegovina,0.0,,2,
309,2020-03-08,Bosnia and Herzegovina,0.0,,2,
310,2020-03-09,Bosnia and Herzegovina,0.0,,2,
311,2020-03-10,Bosnia and Herzegovina,0.0,,2,
312,2020-03-11,Bosnia and Herzegovina,2.0,,4,
313,2020-03-12,Bosnia and Herzegovina,0.0,,4,
314,2020-03-13,Bosnia and Herzegovina,0.0,,4,
315,2020-03-14,Bosnia and Herzegovina,7.0,,11,
316,2020-03-15,Bosnia and Herzegovina,7.0,,18,
317,2020-03-16,Bosnia and Herzegovina,0.0,,18,
318,2020-03-17,Bosnia and Herzegovina,1.0,,19,
319,2020-02-27,Brazil,,,1,
320,2020-02-28,Brazil,0.0,,1,
321,2020-02-29,Brazil,0.0,,1,
322,2020-03-01,Brazil,1.0,,2,
323,2020-03-02,Brazil,0.0,,2,
324,2020-03-03,Brazil,0.0,,2,
325,2020-03-04,Brazil,0.0,,2,
326,2020-03-05,Brazil,1.0,,3,
327,2020-03-06,Brazil,4.0,,7,
328,2020-03-07,Brazil,6.0,,13,
329,2020-03-08,Brazil,6.0,,19,
330,2020-03-09,Brazil,6.0,,25,
331,2020-03-10,Brazil,0.0,,25,
332,2020-03-11,Brazil,9.0,,34,
333,2020-03-12,Brazil,18.0,,52,
334,2020-03-13,Brazil,25.0,,77,
335,2020-03-14,Brazil,21.0,,98,
336,2020-03-15,Brazil,23.0,,121,
337,2020-03-16,Brazil,79.0,,200,
338,2020-03-17,Brazil,34.0,,234,
339,2020-03-10,Brunei,,,1,
340,2020-03-11,Brunei,0.0,,1,
341,2020-03-12,Brunei,11.0,,12,
342,2020-03-13,Brunei,0.0,,12,
343,2020-03-14,Brunei,13.0,,25,
344,2020-03-15,Brunei,15.0,,40,
345,2020-03-16,Brunei,10.0,,50,
346,2020-03-17,Brunei,0.0,,50,
347,2020-03-08,Bulgaria,,,2,
348,2020-03-09,Bulgaria,2.0,,4,
349,2020-03-10,Bulgaria,0.0,,4,
350,2020-03-11,Bulgaria,2.0,,6,
351,2020-03-12,Bulgaria,1.0,,7,1.0
352,2020-03-13,Bulgaria,0.0,0.0,7,1.0
353,2020-03-14,Bulgaria,0.0,0.0,7,1.0
354,2020-03-15,Bulgaria,36.0,1.0,43,2.0
355,2020-03-16,Bulgaria,8.0,0.0,51,2.0
356,2020-03-17,Bulgaria,16.0,0.0,67,2.0
357,2020-03-11,Burkina Faso,,,2,
358,2020-03-12,Burkina Faso,0.0,,2,
359,2020-03-13,Burkina Faso,0.0,,2,
360,2020-03-14,Burkina Faso,0.0,,2,
361,2020-03-15,Burkina Faso,1.0,,3,
362,2020-03-16,Burkina Faso,0.0,,3,
363,2020-03-17,Burkina Faso,12.0,,15,
364,2020-01-28,Cambodia,,,1,
365,2020-01-29,Cambodia,0.0,,1,
366,2020-01-30,Cambodia,0.0,,1,
367,2020-01-31,Cambodia,0.0,,1,
368,2020-02-01,Cambodia,0.0,,1,
369,2020-02-02,Cambodia,0.0,,1,
370,2020-02-03,Cambodia,0.0,,1,
371,2020-02-04,Cambodia,0.0,,1,
372,2020-02-05,Cambodia,0.0,,1,
373,2020-02-06,Cambodia,0.0,,1,
374,2020-02-07,Cambodia,0.0,,1,
375,2020-02-08,Cambodia,0.0,,1,
376,2020-02-09,Cambodia,0.0,,1,
377,2020-02-10,Cambodia,0.0,,1,
378,2020-02-11,Cambodia,0.0,,1,
379,2020-02-12,Cambodia,0.0,,1,
380,2020-02-13,Cambodia,0.0,,1,
381,2020-02-14,Cambodia,0.0,,1,
382,2020-02-15,Cambodia,0.0,,1,
383,2020-02-16,Cambodia,0.0,,1,
384,2020-02-17,Cambodia,0.0,,1,
385,2020-02-18,Cambodia,0.0,,1,
386,2020-02-19,Cambodia,0.0,,1,
387,2020-02-20,Cambodia,0.0,,1,
388,2020-02-21,Cambodia,0.0,,1,
389,2020-02-22,Cambodia,0.0,,1,
390,2020-02-23,Cambodia,0.0,,1,
391,2020-02-24,Cambodia,0.0,,1,
392,2020-02-25,Cambodia,0.0,,1,
393,2020-02-26,Cambodia,0.0,,1,
394,2020-02-27,Cambodia,0.0,,1,
395,2020-02-28,Cambodia,0.0,,1,
396,2020-02-29,Cambodia,0.0,,1,
397,2020-03-01,Cambodia,0.0,,1,
398,2020-03-02,Cambodia,0.0,,1,
399,2020-03-03,Cambodia,0.0,,1,
400,2020-03-04,Cambodia,0.0,,1,
401,2020-03-05,Cambodia,0.0,,1,
402,2020-03-06,Cambodia,0.0,,1,
403,2020-03-07,Cambodia,0.0,,1,
404,2020-03-08,Cambodia,1.0,,2,
405,2020-03-09,Cambodia,0.0,,2,
406,2020-03-10,Cambodia,0.0,,2,
407,2020-03-11,Cambodia,1.0,,3,
408,2020-03-12,Cambodia,0.0,,3,
409,2020-03-13,Cambodia,2.0,,5,
410,2020-03-14,Cambodia,2.0,,7,
411,2020-03-15,Cambodia,0.0,,7,
412,2020-03-16,Cambodia,5.0,,12,
413,2020-03-17,Cambodia,12.0,,24,
414,2020-03-06,Cameroon,,,1,
415,2020-03-07,Cameroon,1.0,,2,
416,2020-03-08,Cameroon,0.0,,2,
417,2020-03-09,Cameroon,0.0,,2,
418,2020-03-10,Cameroon,0.0,,2,
419,2020-03-11,Cameroon,0.0,,2,
420,2020-03-12,Cameroon,0.0,,2,
421,2020-03-13,Cameroon,0.0,,2,
422,2020-03-14,Cameroon,0.0,,2,
423,2020-03-15,Cameroon,1.0,,3,
424,2020-03-16,Cameroon,0.0,,3,
425,2020-03-17,Cameroon,2.0,,5,
426,2020-01-27,Canada,,,1,
427,2020-01-28,Canada,1.0,,2,
428,2020-01-29,Canada,1.0,,3,
429,2020-01-30,Canada,0.0,,3,
430,2020-01-31,Canada,0.0,,3,
431,2020-02-01,Canada,1.0,,4,
432,2020-02-02,Canada,0.0,,4,
433,2020-02-03,Canada,0.0,,4,
434,2020-02-04,Canada,0.0,,4,
435,2020-02-05,Canada,1.0,,5,
436,2020-02-06,Canada,0.0,,5,
437,2020-02-07,Canada,2.0,,7,
438,2020-02-08,Canada,0.0,,7,
439,2020-02-09,Canada,0.0,,7,
440,2020-02-10,Canada,0.0,,7,
441,2020-02-11,Canada,0.0,,7,
442,2020-02-12,Canada,0.0,,7,
443,2020-02-13,Canada,0.0,,7,
444,2020-02-14,Canada,0.0,,7,
445,2020-02-15,Canada,0.0,,7,
446,2020-02-16,Canada,0.0,,7,
447,2020-02-17,Canada,0.0,,7,
448,2020-02-18,Canada,1.0,,8,
449,2020-02-19,Canada,0.0,,8,
450,2020-02-20,Canada,0.0,,8,
451,2020-02-21,Canada,0.0,,8,
452,2020-02-22,Canada,0.0,,8,
453,2020-02-23,Canada,1.0,,9,
454,2020-02-24,Canada,0.0,,9,
455,2020-02-25,Canada,1.0,,10,
456,2020-02-26,Canada,0.0,,10,
457,2020-02-27,Canada,1.0,,11,
458,2020-02-28,Canada,0.0,,11,
459,2020-02-29,Canada,3.0,,14,
460,2020-03-01,Canada,5.0,,19,
461,2020-03-02,Canada,0.0,,19,
462,2020-03-03,Canada,8.0,,27,
463,2020-03-04,Canada,3.0,,30,
464,2020-03-05,Canada,0.0,,30,
465,2020-03-06,Canada,15.0,,45,
466,2020-03-07,Canada,6.0,,51,
467,2020-03-08,Canada,6.0,,57,
468,2020-03-09,Canada,5.0,,62,
469,2020-03-10,Canada,15.0,,77,
470,2020-03-11,Canada,16.0,,93,1.0
471,2020-03-12,Canada,0.0,0.0,93,1.0
472,2020-03-13,Canada,45.0,0.0,138,1.0
473,2020-03-14,Canada,38.0,0.0,176,1.0
474,2020-03-15,Canada,68.0,0.0,244,1.0
475,2020-03-16,Canada,60.0,0.0,304,1.0
476,2020-03-17,Canada,120.0,0.0,424,1.0
477,2020-03-14,Cayman Islands,,,1,
478,2020-03-15,Cayman Islands,0.0,,1,
479,2020-03-16,Cayman Islands,0.0,,1,1.0
480,2020-03-17,Cayman Islands,0.0,0.0,1,1.0
481,2020-03-15,Central African Republic,,,1,
482,2020-03-16,Central African Republic,0.0,,1,
483,2020-03-17,Central African Republic,0.0,,1,
484,2020-03-04,Chile,,,1,
485,2020-03-05,Chile,0.0,,1,
486,2020-03-06,Chile,0.0,,1,
487,2020-03-07,Chile,4.0,,5,
488,2020-03-08,Chile,0.0,,5,
489,2020-03-09,Chile,5.0,,10,
490,2020-03-10,Chile,3.0,,13,
491,2020-03-11,Chile,4.0,,17,
492,2020-03-12,Chile,6.0,,23,
493,2020-03-13,Chile,10.0,,33,
494,2020-03-14,Chile,10.0,,43,
495,2020-03-15,Chile,18.0,,61,
496,2020-03-16,Chile,14.0,,75,
497,2020-03-17,Chile,81.0,,156,
498,2020-01-21,China,,,278,6.0
499,2020-01-22,China,32.0,0.0,310,6.0
500,2020-01-23,China,264.0,11.0,574,17.0
501,2020-01-24,China,261.0,8.0,835,25.0
502,2020-01-25,China,462.0,16.0,1297,41.0
503,2020-01-26,China,688.0,15.0,1985,56.0
504,2020-01-27,China,776.0,24.0,2761,80.0
505,2020-01-28,China,1776.0,26.0,4537,106.0
506,2020-01-29,China,1460.0,26.0,5997,132.0
507,2020-01-30,China,1739.0,38.0,7736,170.0
508,2020-01-31,China,1984.0,43.0,9720,213.0
509,2020-02-01,China,2101.0,46.0,11821,259.0
510,2020-02-02,China,2590.0,45.0,14411,304.0
511,2020-02-03,China,2827.0,57.0,17238,361.0
512,2020-02-04,China,3233.0,64.0,20471,425.0
513,2020-02-05,China,3892.0,66.0,24363,491.0
514,2020-02-06,China,3697.0,73.0,28060,564.0
515,2020-02-07,China,3151.0,73.0,31211,637.0
516,2020-02-08,China,3387.0,86.0,34598,723.0
517,2020-02-09,China,2653.0,89.0,37251,812.0
518,2020-02-10,China,2984.0,97.0,40235,909.0
519,2020-02-11,China,2473.0,108.0,42708,1017.0
520,2020-02-12,China,2022.0,97.0,44730,1114.0
521,2020-02-13,China,1820.0,254.0,46550,1368.0
522,2020-02-14,China,1998.0,13.0,48548,1381.0
523,2020-02-15,China,1506.0,143.0,50054,1524.0
524,2020-02-16,China,1120.0,142.0,51174,1666.0
525,2020-02-17,China,19461.0,106.0,70635,1772.0
526,2020-02-18,China,1893.0,98.0,72528,1870.0
527,2020-02-19,China,1752.0,136.0,74280,2006.0
528,2020-02-20,China,395.0,115.0,74675,2121.0
529,2020-02-21,China,894.0,118.0,75569,2239.0
530,2020-02-22,China,823.0,109.0,76392,2348.0
531,2020-02-23,China,650.0,97.0,77042,2445.0
532,2020-02-24,China,220.0,150.0,77262,2595.0
533,2020-02-25,China,518.0,71.0,77780,2666.0
534,2020-02-26,China,411.0,52.0,78191,2718.0
535,2020-02-27,China,439.0,29.0,78630,2747.0
536,2020-02-28,China,331.0,44.0,78961,2791.0
537,2020-02-29,China,433.0,47.0,79394,2838.0
538,2020-03-01,China,574.0,35.0,79968,2873.0
539,2020-03-02,China,206.0,42.0,80174,2915.0
540,2020-03-03,China,130.0,31.0,80304,2946.0
541,2020-03-04,China,118.0,38.0,80422,2984.0
542,2020-03-05,China,143.0,31.0,80565,3015.0
543,2020-03-06,China,146.0,30.0,80711,3045.0
544,2020-03-07,China,102.0,28.0,80813,3073.0
545,2020-03-08,China,46.0,27.0,80859,3100.0
546,2020-03-09,China,45.0,23.0,80904,3123.0
547,2020-03-10,China,20.0,17.0,80924,3140.0
548,2020-03-11,China,31.0,22.0,80955,3162.0
549,2020-03-12,China,26.0,11.0,80981,3173.0
550,2020-03-13,China,10.0,7.0,80991,3180.0
551,2020-03-14,China,30.0,14.0,81021,3194.0
552,2020-03-15,China,27.0,10.0,81048,3204.0
553,2020-03-16,China,29.0,14.0,81077,3218.0
554,2020-03-17,China,39.0,13.0,81116,3231.0
555,2020-03-07,Colombia,,,1,
556,2020-03-08,Colombia,0.0,,1,
557,2020-03-09,Colombia,0.0,,1,
558,2020-03-10,Colombia,2.0,,3,
559,2020-03-11,Colombia,0.0,,3,
560,2020-03-12,Colombia,6.0,,9,
561,2020-03-13,Colombia,0.0,,9,
562,2020-03-14,Colombia,7.0,,16,
563,2020-03-15,Colombia,8.0,,24,
564,2020-03-16,Colombia,0.0,,24,
565,2020-03-17,Colombia,21.0,,45,
566,2020-03-15,Congo,,,1,
567,2020-03-16,Congo,0.0,,1,
568,2020-03-17,Congo,0.0,,1,
569,2020-03-08,Costa Rica,,,5,
570,2020-03-09,Costa Rica,4.0,,9,
571,2020-03-10,Costa Rica,0.0,,9,
572,2020-03-11,Costa Rica,4.0,,13,
573,2020-03-12,Costa Rica,0.0,,13,
574,2020-03-13,Costa Rica,9.0,,22,
575,2020-03-14,Costa Rica,1.0,,23,
576,2020-03-15,Costa Rica,0.0,,23,
577,2020-03-16,Costa Rica,0.0,,23,
578,2020-03-17,Costa Rica,18.0,,41,
579,2020-02-26,Croatia,,,2,
580,2020-02-27,Croatia,1.0,,3,
581,2020-02-28,Croatia,0.0,,3,
582,2020-02-29,Croatia,2.0,,5,
583,2020-03-01,Croatia,2.0,,7,
584,2020-03-02,Croatia,0.0,,7,
585,2020-03-03,Croatia,1.0,,8,
586,2020-03-04,Croatia,1.0,,9,
587,2020-03-05,Croatia,0.0,,9,
588,2020-03-06,Croatia,1.0,,10,
589,2020-03-07,Croatia,1.0,,11,
590,2020-03-08,Croatia,0.0,,11,
591,2020-03-09,Croatia,0.0,,11,
592,2020-03-10,Croatia,1.0,,12,
593,2020-03-11,Croatia,4.0,,16,
594,2020-03-12,Croatia,0.0,,16,
595,2020-03-13,Croatia,0.0,,16,
596,2020-03-14,Croatia,11.0,,27,
597,2020-03-15,Croatia,10.0,,37,
598,2020-03-16,Croatia,12.0,,49,
